Compound_CID,SMILES,Carcinogenicity
23648,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5CCOC5OC4=C1,"1, carcinogenic to humans (L135)"
23670,COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5CCOC5OC4=C1,"1, carcinogenic to humans (L135)"
23749,C1=CC(=CC=C1N=NC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O,"3, not classifiable as to its carcinogenicity to humans. (L135)"
23894,CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23930,[Mn],No indication of carcinogenicity to humans (not listed by IARC).
23931,[Hg],Group 3: Not classifiable as to its carcinogenicity to humans
23932,[Mo],No indication of carcinogenicity to humans (not listed by IARC).
23938,[Pd],No indication of carcinogenicity to humans (not listed by IARC).
23940,[Pu],Group 1: Carcinogenic to humans
23954,[Ag],Not listed by IARC.
23960,[Th],Group 1: Carcinogenic to humans
23966,[Am],Internalized radionuclides that emit α-particles are carcinogenic to humans (Group 1) (L2150). Americium-243 undergoes alpha decay.
23969,[AsH3],"1, carcinogenic to humans. (L135)"
23973,[Cd],Group 1: Carcinogenic to humans
23976,[Cr],Group 3: Not classifiable as to its carcinogenicity to humans
23978,[Cu],No indication of carcinogenicity to humans (not listed by IARC).
23989,[U],"1, carcinogenic to humans. (L135)"
23990,[V],No indication of carcinogenicity to humans (not listed by IARC).
23994,[Zn],Not Available
24007,O=[Se]=O,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24008,[O-]S(=O)(=O)[O-].[Pb+2],"2A, probably carcinogenic to humans. (L135)"
24009,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Pb+2].[Pb+2].[Pb+2],"2A, probably carcinogenic to humans. (L135)"
24011,S=[Se],"3, not classifiable as to its carcinogenicity to humans. (L135)"
24012,[Al](Cl)(Cl)Cl,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
24014,Cl[Cu]Cl,No indication of carcinogenicity to humans (not listed by IARC).
24066,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,Group 2B: Possibly carcinogenic to humans
24083,[O-]S(=O)(=O)[O-].[Mg+2],No indication of carcinogenicity to humans (not listed by IARC).
24085,Cl[Hg]Cl,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24087,S=[Se]=S,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24121,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)[N+](=O)[O-],Group 2A: Probably carcinogenic to humans
24227,C(#CCl)Cl,Group 3: Not classifiable as to its carcinogenicity to humans
24261,O=[Si]=O,Group 3: Not classifiable as to its carcinogenicity to humans
24268,[N+](=O)([O-])[O-].[Na+],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24273,Cl[V](Cl)(Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
24287,Cl[Sn](Cl)(Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
24290,Cl[Pd]Cl,No indication of carcinogenicity to humans (not listed by IARC).
24294,Cl[Sb](Cl)(Cl)(Cl)Cl,No indication of carcinogenicity (not listed by IARC). (L135)
24385,Cl[Ni]Cl,"1, carcinogenic to humans. (L135)"
24404,P,No indication of carcinogenicity to humans (not listed by IARC).
24408,BrBr,No indication of carcinogenicity to humans (not listed by IARC).
24409,[Al](Br)(Br)Br,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
24410,O=[V].Cl.Cl.Cl,No indication of carcinogenicity to humans (not listed by IARC).
24411,O=[V],No indication of carcinogenicity to humans (not listed by IARC).
24414,[O-]S(=O)(=O)[O-].[Ba+2],No indication of carcinogenicity to humans (not listed by IARC).
24424,[O-]S(=O)(=O)[O-].[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
24425,O[Cr](=O)(=O)O,"1, carcinogenic to humans. (L135)"
24434,[N+](=O)([O-])[O-].[K+],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24445,OBr(=O)=O,"Potassium bromate: 2B, possibly carcinogenic to humans. (L135)"
24459,Cl[Pb]Cl,"2A, probably carcinogenic to humans. (L135)"
24460,[O-][Cr](=O)(=O)[O-].[Pb+2],"1, carcinogenic to humans. (L135)"
24462,[O-]S(=O)(=O)[O-].[Cu+2],No indication of carcinogenicity to humans (not listed by IARC).
24464,[O-][W](=O)(=O)[O-].[Pb+2],"2A, probably carcinogenic to humans. (L135)"
24470,[N+](=O)([O-])[O-].[Ag+],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24479,Cl[Sn]Cl,No indication of carcinogenicity to humans (not listed by IARC).
24485,I[Hg]I,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24488,[O-][Cr](=O)(=O)[O-].[Na+].[Na+],"1, carcinogenic to humans. (L135)"
24501,[O-][As](=O)([O-])[O-].[O-][As](=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2],"1, carcinogenic to humans. (L135)"
24502,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+],"1, carcinogenic to humans. (L135)"
24517,[O-]S(=O)S(=O)[O-].[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
24518,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Zn+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24519,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Zn+2].[Zn+2].[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
24524,FF,Inorganic fluorides used in drinking-water are not classifiable as to their carcinogenicity to humans (Group 3). (L135)
24526,ClCl,No indication of carcinogenicity (not listed by IARC). (L135)
24528,F[Mn]F,No indication of carcinogenicity to humans (not listed by IARC).
24529,N(=O)O,Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24539,[NH4+].[NH4+].O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
24542,[K+].[K+].I[Hg-2](I)(I)I,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24544,[O-]S(=O)(=O)[O-].[Hg+2],"3, not classifiable as to its carcinogenicity to humans. (L135)"
24545,[O-]S(=O)(=O)[O-].[Hg+].[Hg+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
24549,F[Pb]F,"2A, probably carcinogenic to humans. (L135)"
24550,F[Sn]F,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24551,F[Zn]F,No indication of carcinogenicity to humans (not listed by IARC).
24558,F[Se](F)(F)(F)(F)F,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24560,F[U](F)(F)(F)(F)F,"Uranium: Group 1, carcinogenic to humans (L135)"
24561,Cl[Ag],No indication of carcinogenicity to humans (not listed by IARC).
24562,[O-]Cl(=O)(=O)=O.[Ag+],No indication of carcinogenicity to humans (not listed by IARC).
24563,[Ag]I,No indication of carcinogenicity to humans (not listed by IARC).
24569,[As](Br)(Br)Br,"1, carcinogenic to humans. (L135)"
24570,Cl[As](Cl)Cl,"1, carcinogenic to humans. (L135)"
24571,F[As](F)F,"1, carcinogenic to humans. (L135)"
24572,O[As](=O)([O-])[O-].[Pb+2],"1, carcinogenic to humans. (L135)"
24574,[NH4+].[NH4+].O[As](=O)([O-])[O-],"1, carcinogenic to humans. (L135)"
24575,[As](I)(I)I,"1, carcinogenic to humans. (L135)"
24580,[O-]S(=O)(=O)[O-].[Mn+2],No indication of carcinogenicity to humans (not listed by IARC).
24586,[O-]S(=O)(=O)[O-].[Ni+2],"1, carcinogenic to humans. (L135)"
24587,[O-][Mn](=O)(=O)=O.[O-][Mn](=O)(=O)=O.[Ba+2],No indication of carcinogenicity to humans (not listed by IARC).
24588,[Be+2].[Cl-].[Cl-],"1, carcinogenic to humans. (L135)"
24589,[Be+2].[F-].[F-],"1, carcinogenic to humans. (L135)"
24592,[Br-].[Cs+],No indication of carcinogenicity to humans (not listed by IARC).
24593,[Cu]Br,No indication of carcinogenicity to humans (not listed by IARC).
24594,FBr(F)F,No indication of carcinogenicity to humans (not listed by IARC).
24595,[NH4+].[NH4+].[O-][Cr](=O)(=O)[O-],"1, carcinogenic to humans. (L135)"
24597,[O-][Cr](=O)(=O)[O-].[K+].[K+],"1, carcinogenic to humans. (L135)"
24598,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cr+3],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). Chromium (III) compounds are not classifiable as to their carcinogenicity to humans (Group 3). (L135)
24599,[O-][Cr](=O)(=O)[O-].[Sr+2],"1, carcinogenic to humans. (L135)"
24600,[NH4+].[NH4+].[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-],"1, carcinogenic to humans. (L135)"
24606,FBr(F)(F)(F)F,No indication of carcinogenicity to humans (not listed by IARC).
24610,[Co](Br)Br,"2B, possibly carcinogenic to humans. (L135)"
24611,[Cu](Br)Br,No indication of carcinogenicity to humans (not listed by IARC).
24612,Br[Hg]Br,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24614,P(Br)(Br)Br,No indication of carcinogenicity to humans (not listed by IARC).
24615,Br[Sb](Br)Br,No indication of carcinogenicity (not listed by IARC). (L135)
24616,Br[Sn](Br)(Br)Br,No indication of carcinogenicity to humans (not listed by IARC).
24631,[Sn](I)(I)(I)I,No indication of carcinogenicity to humans (not listed by IARC).
24634,F[Cd]F,"1, carcinogenic to humans. (L135)"
24635,[Cd+2].[I-].[I-],"1, carcinogenic to humans. (L135)"
24639,[NH4+].[O-]Cl(=O)(=O)=O,No indication of carcinogenicity to humans (not listed by IARC).
24647,O=[Se](Cl)Cl,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24666,CCOC1=CC=C(C=C1)NC(=O)C.CC(=O)OC1=CC=CC=C1C(=O)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Not Available
24685,CC(C)OC(=O)NC1=CC=CC=C1,Group 3: Not classifiable as to its carcinogenicity to humans
24726,C(/C=C/Cl)Cl,Not Available
24743,CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC=C2,No indication of carcinogenicity to humans (not listed by IARC).
24744,CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC,No indication of carcinogenicity to humans (not listed by IARC).
24798,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ba+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24808,Cl[Cr](Cl)Cl,"3, not classifiable as to its carcinogenicity to humans. (L135)"
24814,Cl[Sb](Cl)Cl,No indication of carcinogenicity (not listed by IARC). (L135)
24820,F[Co]F,"2B, possibly carcinogenic to humans. (L135)"
24823,[O-][O+]=O,No indication of carcinogenicity (not listed by IARC) (L135). Tests in mice found no carcinogenic effect (A15094).
24824,[3H][3H],"1, carcinogenic to humans. (L135)"
24825,F[Ni]F,"1, carcinogenic to humans. (L135)"
24840,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Mg+2],No indication of carcinogenicity to humans (not listed by IARC).
24848,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Sr+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24850,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
24856,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[K+],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
24857,[Rn],Group 1: Carcinogenic to humans
24864,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Hg+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). Inorganic mercury compounds are not classifiable as to their carcinogenicity to humans (Group 3). (L135)
24871,Cl[Cr]Cl,No indication of carcinogenicity (not listed by IARC). (L135)
24883,C(C=CCl)Cl,Group 2B: Possibly carcinogenic to humans
24924,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Pb+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24930,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Cr+3].[Cr+3],"3, not classifiable as to its carcinogenicity to humans. (L135)"
24931,I[Pb]I,"2A, probably carcinogenic to humans. (L135)"
24932,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Pd+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24934,[O-][Se](=O)[O-].[Na+].[Na+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
24938,[O-][As](=O)([O-])[O-].[O-][As](=O)([O-])[O-].[Fe+2].[Fe+2].[Fe+2],"1, carcinogenic to humans. (L135)"
24939,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Na+].[Al+3],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
24940,OP(=O)(O)OP(=O)(O)O.[Cu+2],No indication of carcinogenicity to humans (not listed by IARC).
24943,[O-][As](=O)([O-])[O-].[O-][As](=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2],"1, carcinogenic to humans. (L135)"
24947,Cl[Cd]Cl,"1, carcinogenic to humans. (L135)"
24956,Cl[Hg].Cl[Hg],"3, not classifiable as to its carcinogenicity to humans. (L135)"
24959,[O-][Mn](=O)(=O)=O.[O-][Mn](=O)(=O)=O.[Ca+2],No indication of carcinogenicity to humans (not listed by IARC).
24962,[O-]S(=O)(=O)[O-].[Cd+2],"1, carcinogenic to humans. (L135)"
24963,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
24965,[O-]S(=O)(=O)[O-].[Co+2],"2B, possibly carcinogenic to humans. (L135)"
24967,[O-][As]([O-])[O-].[K+],"1, carcinogenic to humans. (L135)"
25000,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Co+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). Soluble cobalt(II) salts are possibly carcinogenic to humans (Group 2B).
25069,CC1=CC(=CC(=C1N(C)C=O)C)OC(=O)NC,No indication of carcinogenicity to humans (not listed by IARC).
25130,O[As]([O-])[O-].[Cu+2],"1, carcinogenic to humans. (L135)"
25134,B(Br)(Br)Br,No indication of carcinogenicity to humans (not listed by IARC).
25136,[O-][Cr](=O)(=O)[O-].[Ba+2],"1, carcinogenic to humans. (L135)"
25138,[Sn](I)I,No indication of carcinogenicity to humans (not listed by IARC).
25154,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cd+2],"1, carcinogenic to humans. (L135)"
25156,[O-][As]=O.[O-][As]=O.[Zn+2],"1, carcinogenic to humans. (L135)"
25204,[Cl-].[Cl-].[Ba+2],No indication of carcinogenicity to humans (not listed by IARC).
25206,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
25212,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Mg+2],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
25214,O.O.O.O.[O-][As]=O.[O-][As]=O.[Sr+2],"1, carcinogenic to humans. (L135)"
25215,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,No indication of carcinogenicity to humans (not listed by IARC).
25221,CC1=CC(=CC(=C1NC)C)OC(=O)NC,No indication of carcinogenicity to humans (not listed by IARC).
25247,[N+](=O)([O-])[O-].[Hg+],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). Inorganic mercury compounds are not classifiable as to their carcinogenicity to humans (Group 3). (L135)
25251,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Fe+3],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
25302,[Br-].[Br-].[Sr+2],No indication of carcinogenicity to humans (not listed by IARC).
25352,[N+](=O)([N+](=O)[O-])[O-],No indication of carcinogenicity (not listed by IARC). (L135)
25408,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+],"1, carcinogenic to humans. (L135)"
25418,CCN(C)N=O,Group 2B: Possibly carcinogenic to humans
25419,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
25423,NCl,Group 3: Not classifiable as to its carcinogenicity to humans
25429,COC(=O)NC1=NC2=CC=CC=C2N1,No indication of carcinogenicity to humans (not listed by IARC).
25466,[OH-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[K+].[Zn+2].[Zn+2],"1, carcinogenic to humans. (L135)"
25477,O.O[Si]([O-])([O-])[O-].O[Si]([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],Not Available
25508,CC[Al](CC)Cl.CC[Al](Cl)Cl,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
25514,[NH4+].[Br-],No indication of carcinogenicity to humans (not listed by IARC).
25524,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[K+].[Sb+3],No indication of carcinogenicity (not listed by IARC). (L135)
25541,C[Al](C)Br.C[Al](Br)Br,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
25550,CC1=CC(=C(C(=C1)OC(=O)NC)C)C,No indication of carcinogenicity to humans (not listed by IARC).
25565,CCC1C(=O)NC(C(=O)NC(CC(=O)NC(C(=O)N2CC(C(C2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,"3, not classifiable as to its carcinogenicity to humans. (L135)"
25589,[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Cr],"1, carcinogenic to humans. (L135)"
25622,C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,"1, carcinogenic to humans. (L135)"
25731,[N+](=O)([O-])[O-].[Rb+],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
25736,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ni+2],"1, carcinogenic to humans. (L135)"
25750,CCN(CC)C(=O)C(=C(C)OP(=O)(OC)OC)Cl,Not Available
25811,CN(CC(=O)O)N=O,Group 2B: Possibly carcinogenic to humans
25879,[Be+2].[OH-].[OH-],"1, carcinogenic to humans. (L135)"
25960,[O-][Se](=O)(=O)[O-].[Na+].[Na+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
25975,C(C(=O)[O-])(Cl)Cl,"2B, possibly carcinogenic to humans. (L135)"
26004,[NH4+].N(=O)[O-],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
26039,[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Ni],"1, carcinogenic to humans. (L135)"
26041,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
26042,O=[Ti]=O,Group 2B: Possibly carcinogenic to humans
26046,Br[In](Br)Br,No indication of carcinogenicity to humans (not listed by IARC).
26053,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Al+3],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
26059,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Ba+2],No indication of carcinogenicity to humans (not listed by IARC).
26060,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Cd+2].[Cd+2].[Cd+2],"1, carcinogenic to humans. (L135)"
26065,[O-][As](=O)([O-])[O-].[O-][As](=O)([O-])[O-].[Cu+2].[Cu+2].[Cu+2],"1, carcinogenic to humans. (L135)"
26077,[Be+2].[O-]S(=O)(=O)[O-],"1, carcinogenic to humans. (L135)"
26089,[O-][Cr](=O)(=O)[O-].[Zn+2],"1, carcinogenic to humans. (L135)"
26108,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N.Cl.Cl,Not Available
26126,[Be+2].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-],"1, carcinogenic to humans. (L135)"
26127,[Be+2].OP(=O)([O-])[O-],"1, carcinogenic to humans. (L135)"
26129,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Na+].[Na+].[Na+].[Na+].[Fe+2],No indication of carcinogenicity to humans (not listed by IARC).
26164,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)C2=C(C(=C(C(=C2Br)Br)Br)Br)Br,"2A, probably carcinogenic to humans. (L135)"
26176,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,Not Available
26250,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[K+].[K+].[K+].[Fe+3],No indication of carcinogenicity to humans (not listed by IARC).
26264,[O-][Cr](=O)(=O)[O-].[Ca+2],"1, carcinogenic to humans. (L135)"
26266,[Na+].[AlH4-],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
26370,[O-][Si](=O)[O-].[Ca+2],Group 3: Not classifiable as to its carcinogenicity to humans
26398,NS(=O)(=O)[O-].NS(=O)(=O)[O-].[Co+2],"2B, possibly carcinogenic to humans. (L135)"
26399,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Zn+2],"1, carcinogenic to humans. (L135)"
26423,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)Cl)Cl)Cl)Cl,Group 2A: Probably carcinogenic to humans
26517,C1=CC=C(C(=C1)C=NCCN=CC2=CC=CC=C2[O-])[O-].[Co+2],"2B, possibly carcinogenic to humans. (L135)"
26518,C1=CC=C(C(=C1)C=NCCN=CC2=CC=CC=C2O)O,"2B, possibly carcinogenic to humans. (L135)"
